"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"463",0,0,0,0,0,0,0,0,0,1
"464",0,0,0,0,0,0,0,0,0,0
"465",0,0,0,0,0,0,0,0,0,0
"466",0,0,0,0,0,0,0,1,1,1
"467",0,0,0,0,0,0,0,0,0,1
"468",0,0,0,0,0,0,0,1,0,0
"469",1,1,0,1,2,0,0,1,1,2
"470",0,0,0,0,0,0,0,0,0,0
"471",0,0,0,0,0,0,0,1,0,0
"472",0,0,0,0,0,0,0,0,0,1
"473",1,0,1,2,0,2,0,1,2,1
"474",0,0,0,0,1,0,0,1,0,2
"475",0,0,0,0,0,0,0,0,0,1
"476",0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,1
"478",0,0,0,0,0,0,0,1,1,1
"479",0,0,0,0,0,0,0,0,0,0
"480",2,0,0,2,0,2,0,0,4,1
"481",2,0,0,2,0,2,0,0,4,1
"482",0,0,0,0,0,0,0,0,0,1
"483",0,0,0,0,1,0,0,1,0,2
"484",1,0,0,1,1,1,0,0,2,1
"485",0,0,0,0,0,0,0,0,0,1
"486",2,0,2,1,0,2,0,2,3,2
"487",0,0,0,0,0,0,0,0,0,1
"488",0,0,0,0,1,0,0,1,0,2
"489",2,0,1,2,0,1,0,1,2,3
"490",1,2,0,1,2,0,1,1,0,3
"491",0,0,0,0,0,0,0,0,0,1
"492",0,0,0,0,0,0,0,0,0,1
"493",0,0,0,0,0,0,0,0,0,1
"494",0,0,0,0,0,0,0,0,0,0
"495",0,0,0,0,0,0,0,0,0,0
"496",0,0,0,0,0,0,0,0,0,1
"497",0,0,0,0,0,0,0,0,0,0
"498",0,0,0,0,0,0,0,0,0,1
"499",0,0,0,0,0,0,0,0,0,1
"500",0,0,0,0,0,0,0,1,0,0
"501",0,0,0,0,0,0,0,0,0,1
"502",0,0,0,0,0,0,0,0,0,1
"503",0,0,0,0,0,0,0,0,0,1
"504",0,0,0,0,0,0,0,1,0,1
"505",1,0,1,2,0,2,0,1,2,1
"506",0,0,0,0,0,0,0,0,0,0
"507",0,0,0,0,0,0,0,0,0,1
"508",0,0,0,0,0,0,0,0,0,1
"509",2,0,2,2,0,3,1,1,4,1
"510",1,0,0,1,0,0,0,0,1,0
"511",1,0,0,1,0,0,0,0,1,0
"512",0,0,0,0,2,0,0,0,0,2
"513",0,0,0,0,1,0,0,1,0,2
"514",0,0,0,0,0,0,0,0,0,1
"515",0,0,0,0,0,0,0,0,0,1
"516",0,0,0,1,0,1,0,1,1,0
"517",0,0,0,0,0,0,0,0,0,0
"518",0,0,0,0,0,0,0,1,0,0
"519",0,0,0,0,0,0,0,0,0,1
"520",0,0,0,0,0,0,0,0,0,0
"521",2,1,0,2,1,2,1,1,3,1
"522",1,0,0,1,0,0,0,1,1,0
"523",0,0,0,1,1,0,0,1,1,1
"524",0,0,0,0,0,0,0,0,0,0
"525",0,0,0,0,0,0,0,0,0,1
"526",0,0,0,0,0,0,0,0,0,1
"527",0,0,0,0,0,0,0,0,0,1
"528",2,0,0,2,0,2,0,0,4,1
"529",0,0,0,0,0,0,0,0,0,1
"530",0,0,0,0,0,0,0,0,0,1
"531",0,0,0,0,0,0,0,0,0,0
"532",0,0,0,0,0,0,0,0,0,0
"533",4,3,3,3,0,3,3,1,4,2
"534",2,0,0,2,0,2,0,0,4,1
"535",0,1,0,1,0,1,0,2,1,1
"536",0,0,0,0,0,0,0,1,0,0
"537",0,0,0,0,0,0,0,0,0,1
"538",1,0,0,1,0,1,0,0,2,0
"539",0,0,0,0,1,0,0,1,0,2
"540",0,0,0,0,0,0,0,0,0,1
"541",0,0,0,0,0,0,0,0,0,1
"542",0,0,0,0,0,0,0,0,0,1
"543",0,0,0,0,0,0,0,0,0,1
"544",1,0,0,1,0,1,0,1,2,0
"545",0,0,0,0,0,0,0,1,0,0
"546",2,0,0,2,0,2,0,0,4,1
"547",3,1,1,4,0,3,1,0,4,0
"548",0,0,0,0,0,0,0,0,0,1
"549",0,0,0,0,0,0,0,0,0,1
"550",1,0,0,1,0,0,0,0,1,1
"551",0,0,0,0,0,0,0,0,0,1
"552",2,0,0,2,0,2,0,0,4,1
"553",2,0,1,2,0,2,0,1,3,0
"554",0,0,0,0,0,0,0,0,0,0
"555",0,0,0,0,0,0,0,0,0,1
"556",0,1,0,1,1,1,1,0,2,2
"557",0,0,0,0,0,0,0,0,0,1
"558",0,0,0,0,0,0,0,0,0,0
"559",2,0,0,2,0,2,0,0,4,1
"560",0,1,0,1,2,0,0,1,0,3
"561",0,0,0,0,0,0,0,1,0,1
"562",0,0,0,0,0,0,0,0,0,1
"563",0,0,0,0,0,0,0,0,0,0
"564",0,0,0,0,0,0,0,0,0,1
"565",0,0,0,0,0,0,0,0,0,1
"566",0,1,0,1,1,0,1,1,0,2
"567",0,0,0,0,0,0,0,0,0,0
"568",0,1,0,1,0,1,0,2,1,1
"569",0,0,0,0,0,0,0,0,0,1
"570",0,0,0,0,0,0,0,0,0,0
"571",1,0,0,1,0,0,0,0,1,0
"572",0,0,0,0,0,0,0,0,0,0
"573",1,3,0,3,3,3,1,3,2,4
"574",0,0,0,0,0,0,0,0,0,1
"575",0,0,0,0,0,0,0,0,0,1
"576",0,1,0,1,0,1,0,2,1,1
"577",0,0,0,0,0,0,0,0,0,0
"578",0,0,0,0,0,0,0,0,0,1
"579",0,0,0,0,0,0,0,0,0,0
"580",0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,0,0,1,1,1
"582",1,0,0,1,0,0,0,0,1,0
"583",1,1,0,0,1,0,1,1,0,1
"584",0,0,0,0,0,0,0,0,0,1
"585",1,1,0,0,1,0,1,2,0,2
"586",0,0,0,0,0,0,0,0,0,1
"587",1,0,0,1,0,2,0,0,2,0
"588",1,0,0,1,0,0,0,0,1,1
"589",0,0,0,0,0,0,0,0,0,0
"590",2,0,2,1,0,2,0,2,3,2
"591",0,0,0,1,0,0,0,0,0,0
"592",2,0,0,2,0,2,0,0,4,1
"593",1,1,0,1,1,0,1,1,1,1
"594",0,0,0,0,0,0,0,0,0,1
"595",0,0,0,0,0,0,0,0,0,1
"596",0,0,0,0,0,0,0,0,0,0
"597",1,0,0,1,0,0,0,0,1,1
"598",0,0,0,0,0,0,1,1,1,0
